Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
30,Male,Footwear,83,M,Spring,4.3,No,Store Pickup,No,No,1,Cash,Annually
24,Male,Clothing,73,M,Summer,4.1,No,Standard,No,No,31,Credit Card,Annually
57,Male,Clothing,98,M,Winter,2.6,No,Next Day Air,No,No,28,Cash,Quarterly
23,Male,Clothing,76,M,Fall,3.2,No,Store Pickup,No,No,19,Bank Transfer,Quarterly
69,Male,Clothing,43,S,Summer,3.5,No,Next Day Air,No,No,36,Venmo,Monthly
60,Male,Accessories,60,M,Summer,3.7,No,Next Day Air,No,No,28,Cash,Monthly
25,Male,Accessories,40,L,Spring,3.8,No,2-Day Shipping,No,No,29,PayPal,Weekly
18,Male,Clothing,93,S,Winter,4.8,No,2-Day Shipping,No,No,9,Bank Transfer,Every 3 Months
37,Male,Clothing,98,S,Fall,4.2,No,Standard,No,No,26,Credit Card,Every 3 Months
61,Male,Clothing,91,XL,Summer,2.9,No,Next Day Air,No,No,7,Credit Card,Fortnightly
41,Male,Accessories,92,XL,Fall,2.9,No,Free Shipping,No,No,35,Debit Card,Weekly
69,Male,Accessories,87,S,Winter,4.8,No,Next Day Air,No,No,46,Credit Card,Every 3 Months
32,Male,Clothing,96,S,Fall,2.9,No,Standard,No,No,8,Debit Card,Monthly
60,Male,Clothing,97,M,Summer,4.8,No,2-Day Shipping,No,No,50,Cash,Every 3 Months
43,Male,Clothing,55,M,Spring,4.6,No,2-Day Shipping,No,No,37,Bank Transfer,Annually
61,Male,Clothing,58,L,Spring,4.4,No,Store Pickup,No,No,6,Credit Card,Fortnightly
57,Male,Footwear,21,L,Spring,3,No,Next Day Air,No,No,16,PayPal,Bi-Weekly
56,Male,Accessories,82,XL,Summer,4.4,No,Express,No,No,30,PayPal,Monthly
66,Male,Outerwear,34,M,Winter,3.9,No,Express,No,No,50,Venmo,Quarterly
52,Male,Clothing,78,M,Spring,4,No,Free Shipping,No,No,5,Cash,Every 3 Months
63,Male,Accessories,47,M,Spring,2.5,No,Express,No,No,15,Bank Transfer,Monthly
50,Male,Accessories,96,S,Summer,4.1,No,Next Day Air,No,No,34,Bank Transfer,Bi-Weekly
21,Male,Clothing,23,S,Fall,4.8,No,2-Day Shipping,No,No,6,Venmo,Every 3 Months
42,Male,Footwear,27,S,Winter,2.6,No,Store Pickup,No,No,26,Debit Card,Annually
40,Male,Accessories,37,XL,Spring,3.1,No,Free Shipping,No,No,34,Credit Card,Every 3 Months
67,Male,Accessories,79,S,Summer,3.2,No,Store Pickup,No,No,37,Credit Card,Weekly
35,Male,Accessories,40,M,Summer,4.2,No,Standard,No,No,28,Bank Transfer,Annually
18,Male,Outerwear,39,S,Fall,2.6,No,Next Day Air,No,No,38,Cash,Fortnightly
52,Male,Clothing,73,L,Summer,3.1,No,Next Day Air,No,No,2,Cash,Quarterly
59,Male,Accessories,84,M,Fall,2.9,No,Store Pickup,No,No,32,Cash,Bi-Weekly
49,Male,Clothing,94,M,Fall,4.6,No,Free Shipping,No,No,30,Venmo,Bi-Weekly
46,Male,Clothing,47,L,Spring,4.1,No,Standard,No,No,17,PayPal,Every 3 Months
69,Male,Footwear,77,M,Summer,2.5,No,Store Pickup,No,No,5,Debit Card,Bi-Weekly
56,Male,Clothing,94,M,Winter,4,No,Store Pickup,No,No,31,Cash,Bi-Weekly
27,Male,Accessories,75,M,Summer,3.5,No,Express,No,No,43,PayPal,Quarterly
57,Male,Clothing,82,XL,Spring,4.4,No,Free Shipping,No,No,19,Venmo,Annually
58,Male,Footwear,36,M,Fall,2.9,No,Store Pickup,No,No,32,Credit Card,Every 3 Months
23,Male,Footwear,90,XL,Spring,3.1,No,2-Day Shipping,No,No,5,Debit Card,Bi-Weekly
19,Male,Clothing,48,M,Spring,4.4,No,Free Shipping,No,No,9,Bank Transfer,Quarterly
40,Male,Outerwear,42,L,Winter,4.4,No,Standard,No,No,48,Credit Card,Weekly
54,Male,Accessories,33,M,Summer,2.7,No,Store Pickup,No,No,1,PayPal,Quarterly
50,Male,Clothing,63,M,Summer,4.9,No,Free Shipping,No,No,20,Credit Card,Monthly
69,Male,Accessories,53,L,Winter,3.5,No,2-Day Shipping,No,No,42,Cash,Annually
42,Male,Accessories,37,L,Spring,4.8,No,Free Shipping,No,No,45,PayPal,Bi-Weekly
37,Male,Clothing,92,M,Summer,4.2,No,2-Day Shipping,No,No,41,Cash,Monthly
46,Male,Clothing,73,XL,Spring,4.6,No,Standard,No,No,36,Debit Card,Quarterly
64,Male,Clothing,38,L,Spring,2.9,No,Standard,No,No,10,Venmo,Annually
20,Male,Footwear,51,XL,Fall,4,No,Store Pickup,No,No,31,Venmo,Annually
40,Male,Outerwear,90,L,Spring,4.9,No,Standard,No,No,21,Credit Card,Quarterly
64,Male,Outerwear,56,L,Summer,3.1,No,Next Day Air,No,No,16,Cash,Every 3 Months
29,Male,Accessories,33,M,Fall,4.4,No,Standard,No,No,18,PayPal,Every 3 Months
20,Male,Accessories,53,S,Winter,2.5,No,2-Day Shipping,No,No,20,Debit Card,Weekly
43,Male,Accessories,24,S,Spring,3.4,No,Express,No,No,21,Bank Transfer,Annually
60,Male,Outerwear,59,M,Spring,3.7,No,Express,No,No,23,Credit Card,Quarterly
39,Male,Clothing,72,M,Winter,4.2,No,Standard,No,No,20,PayPal,Weekly
47,Male,Clothing,28,S,Spring,3.4,No,Express,No,No,30,PayPal,Bi-Weekly
19,Male,Clothing,36,M,Fall,3.6,No,Express,No,No,33,Bank Transfer,Every 3 Months
52,Male,Accessories,47,S,Fall,4.7,No,2-Day Shipping,No,No,31,Debit Card,Monthly
34,Male,Accessories,62,M,Spring,4.7,No,Next Day Air,No,No,48,Bank Transfer,Monthly
25,Male,Clothing,98,S,Spring,3.6,No,Free Shipping,No,No,28,Debit Card,Weekly
43,Male,Footwear,28,M,Summer,4.6,No,Free Shipping,No,No,7,Cash,Every 3 Months
55,Male,Clothing,86,S,Summer,2.6,No,Next Day Air,No,No,4,Debit Card,Weekly
66,Male,Accessories,46,S,Summer,3.1,No,Standard,No,No,49,Cash,Bi-Weekly
41,Male,Accessories,42,XL,Fall,3.2,No,Free Shipping,No,No,22,Cash,Weekly
47,Male,Outerwear,80,S,Winter,3.9,No,Express,No,No,39,Bank Transfer,Fortnightly
51,Male,Accessories,39,L,Spring,4.9,No,Express,No,No,45,PayPal,Every 3 Months
44,Male,Outerwear,49,M,Summer,4.1,No,2-Day Shipping,No,No,30,PayPal,Fortnightly
18,Male,Accessories,32,M,Summer,4.2,No,Next Day Air,No,No,33,Credit Card,Bi-Weekly
33,Male,Footwear,73,M,Fall,4.1,No,Next Day Air,No,No,24,Cash,Bi-Weekly
24,Male,Accessories,42,M,Summer,3.9,No,Free Shipping,No,No,11,Debit Card,Quarterly
33,Male,Accessories,58,M,Spring,2.7,No,Next Day Air,No,No,13,Venmo,Every 3 Months
61,Male,Accessories,22,M,Winter,3.7,No,Express,No,No,27,PayPal,Annually
27,Male,Accessories,56,L,Spring,2.7,No,Next Day Air,No,No,30,PayPal,Bi-Weekly
46,Male,Clothing,70,M,Spring,2.5,No,Next Day Air,No,No,39,Venmo,Quarterly
38,Male,Footwear,50,L,Spring,3.9,No,Free Shipping,No,No,10,Debit Card,Annually
63,Male,Footwear,21,L,Summer,3,No,Express,No,No,4,Credit Card,Quarterly
47,Male,Outerwear,97,M,Summer,3.2,No,2-Day Shipping,No,No,16,Cash,Weekly
42,Male,Accessories,63,L,Winter,3.8,No,Standard,No,No,34,Credit Card,Monthly
41,Male,Outerwear,60,M,Fall,2.7,No,Standard,No,No,11,Debit Card,Every 3 Months
53,Male,Footwear,52,XL,Fall,3,No,Store Pickup,No,No,30,Debit Card,Fortnightly
29,Male,Footwear,32,M,Winter,4.1,No,Next Day Air,No,No,40,Debit Card,Annually
61,Male,Accessories,48,XL,Spring,3.2,No,2-Day Shipping,No,No,13,Credit Card,Annually
69,Male,Accessories,25,M,Summer,4.5,No,Store Pickup,No,No,28,Venmo,Every 3 Months
51,Male,Accessories,68,M,Summer,4.3,No,Store Pickup,No,No,49,Debit Card,Bi-Weekly
24,Male,Clothing,74,M,Fall,3.5,No,Standard,No,No,23,Credit Card,Weekly
24,Male,Clothing,88,XL,Fall,3.1,No,Standard,No,No,4,Bank Transfer,Quarterly
70,Male,Clothing,23,L,Spring,3.9,No,Standard,No,No,17,PayPal,Fortnightly
49,Male,Clothing,32,M,Fall,2.7,No,Express,No,No,24,PayPal,Fortnightly
48,Male,Accessories,71,S,Winter,4,No,Free Shipping,No,No,21,Debit Card,Every 3 Months
58,Male,Footwear,62,M,Spring,2.7,No,Next Day Air,No,No,17,Debit Card,Bi-Weekly
32,Male,Clothing,20,L,Spring,2.7,No,Free Shipping,No,No,22,Debit Card,Quarterly
57,Male,Clothing,62,XL,Spring,4.7,No,Standard,No,No,27,Cash,Fortnightly
69,Male,Accessories,81,XL,Winter,4.5,No,Standard,No,No,1,Venmo,Every 3 Months
42,Male,Accessories,90,L,Winter,3,No,2-Day Shipping,No,No,27,Bank Transfer,Weekly
30,Male,Clothing,43,S,Fall,3.6,No,Store Pickup,No,No,8,Venmo,Quarterly
35,Male,Accessories,38,S,Fall,3.3,No,Standard,No,No,43,PayPal,Quarterly
19,Male,Accessories,25,XL,Spring,4.3,No,Store Pickup,No,No,24,Cash,Fortnightly
52,Male,Clothing,98,XL,Winter,4.3,No,Express,No,No,29,PayPal,Fortnightly
42,Male,Clothing,75,M,Spring,4.8,No,Free Shipping,No,No,10,Bank Transfer,Bi-Weekly
36,Male,Footwear,27,XL,Spring,4,No,Store Pickup,No,No,12,PayPal,Fortnightly
45,Male,Accessories,27,L,Winter,3.5,No,Standard,No,No,48,Cash,Fortnightly
54,Male,Clothing,42,M,Fall,3.9,No,Next Day Air,No,No,40,Bank Transfer,Quarterly
54,Male,Clothing,90,M,Summer,4.4,No,Store Pickup,No,No,1,Bank Transfer,Annually
27,Male,Accessories,63,M,Summer,4.6,No,2-Day Shipping,No,No,26,Credit Card,Fortnightly
53,Male,Clothing,96,M,Fall,4,No,Express,No,No,9,PayPal,Annually
20,Male,Clothing,40,M,Winter,4.2,No,Free Shipping,No,No,19,Debit Card,Quarterly
52,Male,Clothing,39,L,Fall,4.5,No,Next Day Air,No,No,37,Bank Transfer,Monthly
54,Male,Accessories,48,M,Fall,3.9,No,Free Shipping,No,No,3,Cash,Quarterly
65,Male,Clothing,20,M,Summer,3.7,No,Express,No,No,40,Venmo,Weekly
43,Male,Clothing,29,S,Summer,3.6,No,Store Pickup,No,No,13,Bank Transfer,Quarterly
57,Male,Clothing,81,M,Winter,4.7,No,Express,No,No,48,Credit Card,Monthly
19,Male,Clothing,98,S,Fall,3.6,No,2-Day Shipping,No,No,4,Venmo,Every 3 Months
69,Male,Clothing,93,M,Fall,2.5,No,Next Day Air,No,No,9,Cash,Weekly
26,Male,Clothing,30,L,Summer,2.9,No,Store Pickup,No,No,26,Bank Transfer,Bi-Weekly
57,Male,Accessories,37,L,Fall,4.4,No,Free Shipping,No,No,19,Debit Card,Weekly
20,Male,Outerwear,28,L,Winter,4.6,No,Express,No,No,1,Credit Card,Every 3 Months
55,Male,Accessories,29,M,Winter,3.7,No,Express,No,No,29,PayPal,Every 3 Months
44,Male,Accessories,49,M,Summer,3.2,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
52,Male,Clothing,53,M,Winter,4.9,No,2-Day Shipping,No,No,31,PayPal,Annually
57,Male,Accessories,66,M,Summer,5,No,Free Shipping,No,No,35,Venmo,Annually
40,Male,Outerwear,61,S,Spring,3.3,No,Express,No,No,40,Cash,Quarterly
23,Male,Clothing,23,XL,Summer,4.4,No,Store Pickup,No,No,13,Venmo,Quarterly
36,Male,Clothing,36,S,Fall,4.7,No,Store Pickup,No,No,9,Bank Transfer,Every 3 Months
59,Male,Clothing,81,L,Fall,3.6,No,Free Shipping,No,No,25,Cash,Every 3 Months
29,Male,Clothing,56,XL,Summer,3.2,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
63,Male,Clothing,78,L,Spring,3,No,Next Day Air,No,No,35,Credit Card,Monthly
60,Male,Accessories,25,XL,Summer,4.4,No,Store Pickup,No,No,13,Venmo,Bi-Weekly
64,Male,Accessories,86,XL,Fall,3.3,No,Express,No,No,31,Debit Card,Annually
63,Male,Accessories,99,M,Winter,3.4,No,Express,No,No,48,Credit Card,Monthly
21,Male,Accessories,83,M,Fall,3.9,No,Express,No,No,6,Bank Transfer,Bi-Weekly
61,Male,Clothing,33,L,Winter,2.9,No,Store Pickup,No,No,43,Cash,Monthly
65,Male,Outerwear,44,M,Fall,2.9,No,Free Shipping,No,No,1,Venmo,Quarterly
69,Male,Clothing,58,M,Spring,2.7,No,2-Day Shipping,No,No,8,Cash,Annually
47,Male,Clothing,54,M,Spring,3.4,No,Store Pickup,No,No,6,Debit Card,Weekly
41,Male,Clothing,93,M,Spring,3.7,No,2-Day Shipping,No,No,32,Venmo,Fortnightly
68,Male,Footwear,98,L,Spring,4.7,No,Standard,No,No,46,Bank Transfer,Bi-Weekly
41,Male,Footwear,36,XL,Spring,3.1,No,Express,No,No,38,PayPal,Every 3 Months
42,Male,Outerwear,68,L,Fall,4.2,No,2-Day Shipping,No,No,48,Credit Card,Fortnightly
66,Male,Accessories,95,M,Summer,3,No,Store Pickup,No,No,18,Debit Card,Bi-Weekly
66,Male,Clothing,93,M,Spring,3.1,No,Express,No,No,25,Cash,Quarterly
33,Male,Outerwear,99,L,Fall,4.2,No,2-Day Shipping,No,No,4,Cash,Fortnightly
55,Male,Accessories,22,M,Winter,3.8,No,Next Day Air,No,No,27,Venmo,Quarterly
58,Male,Accessories,88,M,Fall,2.9,No,Express,No,No,14,Bank Transfer,Monthly
18,Male,Outerwear,65,M,Spring,4.2,No,Express,No,No,36,Bank Transfer,Fortnightly
49,Male,Clothing,62,M,Fall,3.1,No,2-Day Shipping,No,No,6,Debit Card,Quarterly
61,Male,Footwear,55,XL,Spring,3.6,No,Express,No,No,46,Cash,Annually
31,Male,Clothing,97,S,Spring,4.8,No,Standard,No,No,29,Bank Transfer,Annually
70,Male,Accessories,77,L,Fall,4.1,No,Express,No,No,12,Venmo,Monthly
68,Male,Clothing,40,L,Winter,3.9,No,Free Shipping,No,No,47,Credit Card,Weekly
27,Male,Clothing,23,S,Winter,3,No,Standard,No,No,28,Debit Card,Annually
48,Male,Footwear,46,M,Winter,3,No,Express,No,No,21,Bank Transfer,Annually
63,Male,Accessories,75,M,Spring,4.9,No,2-Day Shipping,No,No,15,Credit Card,Annually
49,Male,Footwear,76,M,Fall,4.8,No,Next Day Air,No,No,38,Cash,Annually
19,Male,Clothing,59,M,Summer,3.3,No,Standard,No,No,19,Credit Card,Annually
30,Male,Clothing,51,L,Summer,2.7,No,Standard,No,No,31,Credit Card,Weekly
50,Male,Outerwear,46,XL,Fall,4.2,No,Express,No,No,30,Credit Card,Every 3 Months
66,Male,Clothing,26,L,Fall,3.6,No,Next Day Air,No,No,40,Bank Transfer,Quarterly
25,Male,Clothing,51,M,Summer,3.8,No,Next Day Air,No,No,42,Credit Card,Bi-Weekly
61,Male,Accessories,44,M,Winter,3.8,No,Free Shipping,No,No,25,Venmo,Annually
29,Male,Clothing,82,S,Spring,4.2,No,Free Shipping,No,No,20,Cash,Quarterly
53,Male,Clothing,44,S,Summer,2.7,No,Express,No,No,3,Cash,Weekly
24,Male,Accessories,27,M,Fall,5,No,Next Day Air,No,No,14,Cash,Annually
51,Male,Accessories,90,M,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Fortnightly
26,Male,Footwear,58,S,Summer,3.2,No,Store Pickup,No,No,20,PayPal,Every 3 Months
59,Male,Clothing,80,XL,Spring,2.9,No,2-Day Shipping,No,No,34,PayPal,Fortnightly
41,Male,Outerwear,40,S,Winter,4.2,No,Store Pickup,No,No,6,Venmo,Annually
20,Male,Clothing,23,M,Spring,3.7,No,Store Pickup,No,No,2,PayPal,Annually
22,Male,Clothing,34,S,Spring,4.2,No,Store Pickup,No,No,35,Credit Card,Annually
18,Male,Clothing,35,XL,Winter,2.6,No,Free Shipping,No,No,33,Debit Card,Quarterly
30,Male,Clothing,75,L,Summer,4,No,Store Pickup,No,No,45,Venmo,Bi-Weekly
25,Male,Accessories,60,XL,Winter,2.7,No,Next Day Air,No,No,20,Bank Transfer,Every 3 Months
39,Male,Accessories,87,L,Summer,4,No,Store Pickup,No,No,48,Bank Transfer,Annually
49,Male,Accessories,41,S,Spring,2.9,No,Next Day Air,No,No,37,Cash,Monthly
25,Male,Clothing,83,M,Spring,3.3,No,Standard,No,No,4,Bank Transfer,Every 3 Months
23,Male,Accessories,81,L,Spring,4,No,Store Pickup,No,No,24,Bank Transfer,Bi-Weekly
33,Male,Clothing,56,S,Summer,3.9,No,Next Day Air,No,No,4,Debit Card,Every 3 Months
60,Male,Footwear,58,M,Summer,3.3,No,2-Day Shipping,No,No,25,Debit Card,Annually
51,Male,Clothing,84,M,Spring,3.9,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
23,Male,Accessories,21,M,Fall,3.9,No,Store Pickup,No,No,14,Bank Transfer,Fortnightly
20,Male,Clothing,35,L,Summer,4.2,No,Standard,No,No,46,Credit Card,Every 3 Months
51,Male,Footwear,43,M,Summer,4.6,No,Store Pickup,No,No,27,PayPal,Quarterly
23,Female,Clothing,20,L,Summer,3.3,No,2-Day Shipping,No,No,46,Credit Card,Monthly
67,Female,Clothing,36,L,Fall,4.8,No,Express,No,No,24,Venmo,Every 3 Months
23,Female,Outerwear,70,S,Fall,4.1,No,Next Day Air,No,No,4,PayPal,Annually
26,Female,Accessories,83,M,Summer,3.4,No,Standard,No,No,2,Credit Card,Fortnightly
52,Female,Clothing,76,L,Winter,3.6,No,Express,No,No,29,Bank Transfer,Fortnightly
52,Female,Clothing,81,M,Summer,2.7,No,Express,No,No,7,Credit Card,Fortnightly
52,Female,Accessories,47,XL,Summer,3.2,No,Next Day Air,No,No,39,PayPal,Monthly
35,Female,Footwear,35,L,Summer,4.4,No,2-Day Shipping,No,No,46,Credit Card,Fortnightly
24,Female,Clothing,85,L,Spring,4.9,No,Express,No,No,44,Venmo,Annually
43,Female,Footwear,96,XL,Fall,4.8,No,Express,No,No,20,Bank Transfer,Annually
25,Female,Clothing,98,M,Summer,2.8,No,2-Day Shipping,No,No,44,PayPal,Fortnightly
46,Female,Footwear,52,L,Fall,2.9,No,Free Shipping,No,No,23,Bank Transfer,Annually
22,Female,Accessories,84,L,Winter,3.2,No,Store Pickup,No,No,37,PayPal,Weekly
70,Female,Clothing,71,L,Winter,3.5,No,Store Pickup,No,No,4,Venmo,Weekly
49,Female,Footwear,95,S,Winter,4.1,No,Store Pickup,No,No,14,Venmo,Fortnightly
48,Female,Footwear,47,M,Summer,4.1,No,Free Shipping,No,No,31,Cash,Fortnightly
59,Female,Outerwear,75,M,Summer,4.8,No,Next Day Air,No,No,9,PayPal,Quarterly
39,Female,Accessories,28,L,Spring,2.8,No,Free Shipping,No,No,31,Credit Card,Weekly
30,Female,Accessories,44,M,Fall,4.7,No,Express,No,No,26,Bank Transfer,Bi-Weekly
37,Female,Footwear,64,XL,Winter,4.8,No,2-Day Shipping,No,No,41,PayPal,Every 3 Months
56,Female,Footwear,28,M,Spring,2.9,No,Standard,No,No,13,Cash,Annually
67,Female,Clothing,21,M,Summer,2.6,No,2-Day Shipping,No,No,4,Cash,Monthly
40,Female,Accessories,41,S,Fall,3.3,No,Express,No,No,15,Cash,Every 3 Months
24,Female,Clothing,38,M,Winter,3.4,No,Free Shipping,No,No,38,Cash,Bi-Weekly
43,Female,Accessories,77,M,Spring,3.6,No,Free Shipping,No,No,3,Cash,Fortnightly
45,Female,Clothing,43,L,Spring,3.8,No,Next Day Air,No,No,6,PayPal,Every 3 Months
33,Female,Accessories,91,M,Spring,3.4,No,2-Day Shipping,No,No,34,Credit Card,Bi-Weekly
53,Female,Clothing,68,S,Spring,3.8,No,Express,No,No,7,Debit Card,Quarterly
44,Female,Clothing,37,L,Fall,3.3,No,Next Day Air,No,No,21,Venmo,Annually
23,Female,Footwear,23,L,Summer,4.8,No,Standard,No,No,17,Debit Card,Monthly
59,Female,Footwear,65,L,Winter,3.9,No,2-Day Shipping,No,No,5,Venmo,Every 3 Months
68,Female,Accessories,30,M,Summer,4.2,No,Next Day Air,No,No,21,Cash,Fortnightly
46,Female,Clothing,45,M,Summer,4.7,No,Free Shipping,No,No,42,Credit Card,Bi-Weekly
56,Female,Footwear,25,M,Winter,2.7,No,Express,No,No,49,Credit Card,Quarterly
40,Female,Clothing,72,M,Winter,3.8,No,2-Day Shipping,No,No,33,Cash,Fortnightly
61,Female,Clothing,75,M,Fall,3.6,No,2-Day Shipping,No,No,12,Debit Card,Bi-Weekly
53,Female,Accessories,63,XL,Spring,2.9,No,2-Day Shipping,No,No,18,Credit Card,Every 3 Months
29,Female,Clothing,35,M,Fall,3.9,No,Standard,No,No,47,PayPal,Quarterly
44,Female,Accessories,32,L,Summer,4.7,No,Free Shipping,No,No,18,Bank Transfer,Weekly
43,Female,Clothing,25,L,Winter,3.3,No,2-Day Shipping,No,No,48,Cash,Monthly
40,Female,Footwear,90,XL,Spring,4.2,No,Free Shipping,No,No,18,Debit Card,Every 3 Months
55,Female,Footwear,70,L,Summer,2.6,No,Standard,No,No,46,Cash,Quarterly
66,Female,Accessories,27,M,Spring,4.9,No,Express,No,No,34,Credit Card,Every 3 Months
50,Female,Accessories,92,M,Fall,3.6,No,Standard,No,No,10,PayPal,Bi-Weekly
57,Female,Outerwear,20,M,Spring,4.7,No,Free Shipping,No,No,12,Debit Card,Monthly
42,Female,Outerwear,52,L,Winter,3.2,No,Standard,No,No,36,Bank Transfer,Quarterly
55,Female,Clothing,57,M,Summer,3.6,No,Store Pickup,No,No,34,Venmo,Quarterly
25,Female,Footwear,96,M,Fall,3.6,No,2-Day Shipping,No,No,49,Debit Card,Annually
22,Female,Clothing,68,XL,Winter,3.2,No,Standard,No,No,36,Cash,Weekly
49,Female,Clothing,30,L,Summer,2.8,No,Store Pickup,No,No,18,Bank Transfer,Fortnightly
70,Female,Footwear,37,L,Fall,4,No,Next Day Air,No,No,39,Debit Card,Fortnightly
56,Female,Accessories,42,XL,Winter,4.4,No,Free Shipping,No,No,34,PayPal,Weekly
52,Female,Clothing,54,L,Spring,3.4,No,Next Day Air,No,No,35,Debit Card,Weekly
65,Female,Outerwear,81,S,Spring,5,No,Store Pickup,No,No,1,Credit Card,Bi-Weekly
24,Female,Footwear,40,S,Spring,3.1,No,Express,No,No,48,Debit Card,Quarterly
32,Female,Accessories,88,M,Fall,4.2,No,Standard,No,No,19,Cash,Weekly
57,Female,Clothing,94,M,Summer,3.3,No,Store Pickup,No,No,44,Debit Card,Weekly
35,Female,Clothing,54,S,Winter,2.9,No,Standard,No,No,9,Credit Card,Bi-Weekly
69,Female,Outerwear,51,L,Summer,4.7,No,Standard,No,No,3,Bank Transfer,Fortnightly
30,Female,Accessories,22,L,Spring,4,No,Standard,No,No,50,Venmo,Monthly
37,Female,Outerwear,95,L,Fall,4.6,No,Standard,No,No,7,Debit Card,Quarterly
19,Female,Outerwear,57,M,Fall,3.8,No,2-Day Shipping,No,No,20,Debit Card,Annually
53,Female,Clothing,45,S,Winter,3.6,No,Store Pickup,No,No,16,Credit Card,Bi-Weekly
25,Female,Footwear,92,XL,Winter,4.1,No,Express,No,No,29,PayPal,Fortnightly
47,Female,Footwear,40,L,Spring,2.7,No,Store Pickup,No,No,21,Debit Card,Weekly
18,Female,Accessories,62,XL,Winter,4.3,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
22,Female,Clothing,90,M,Winter,4.9,No,Next Day Air,No,No,10,Venmo,Bi-Weekly
69,Female,Clothing,82,S,Fall,4.2,No,Free Shipping,No,No,4,Bank Transfer,Monthly
55,Female,Accessories,52,M,Spring,2.8,No,Store Pickup,No,No,45,Bank Transfer,Quarterly
19,Female,Footwear,70,S,Spring,4.9,No,Free Shipping,No,No,17,PayPal,Fortnightly
23,Female,Accessories,83,M,Spring,2.8,No,2-Day Shipping,No,No,22,PayPal,Fortnightly
54,Female,Footwear,49,XL,Summer,2.9,No,Store Pickup,No,No,3,PayPal,Every 3 Months
52,Female,Footwear,91,M,Spring,2.5,No,Next Day Air,No,No,11,Debit Card,Fortnightly
64,Female,Accessories,99,S,Summer,2.7,No,Free Shipping,No,No,4,Debit Card,Annually
33,Female,Accessories,92,L,Winter,3.3,No,Free Shipping,No,No,11,PayPal,Bi-Weekly
40,Female,Clothing,87,L,Winter,3.7,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
26,Female,Clothing,28,M,Winter,4,No,Express,No,No,17,Debit Card,Weekly
31,Female,Accessories,71,S,Summer,4.1,No,Free Shipping,No,No,32,Credit Card,Monthly
23,Female,Accessories,32,M,Winter,4.1,No,Store Pickup,No,No,37,Bank Transfer,Annually
52,Female,Accessories,33,M,Summer,2.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
21,Female,Clothing,75,L,Winter,4.2,No,Store Pickup,No,No,27,Debit Card,Every 3 Months
31,Female,Accessories,83,M,Summer,4.7,No,Express,No,No,46,PayPal,Annually
63,Female,Clothing,93,XL,Summer,2.7,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
46,Female,Clothing,29,M,Spring,3,No,Express,No,No,2,PayPal,Bi-Weekly
44,Female,Clothing,25,M,Spring,4.8,No,Store Pickup,No,No,45,Credit Card,Annually
57,Female,Accessories,76,S,Spring,4.4,No,Free Shipping,No,No,35,Cash,Every 3 Months
50,Female,Footwear,81,M,Summer,4.3,No,2-Day Shipping,No,No,39,Venmo,Every 3 Months
33,Female,Clothing,80,XL,Winter,2.5,No,Store Pickup,No,No,39,Credit Card,Every 3 Months
19,Female,Accessories,70,M,Summer,4.9,No,Free Shipping,No,No,34,Bank Transfer,Fortnightly
68,Female,Clothing,81,L,Fall,4.9,No,2-Day Shipping,No,No,41,Venmo,Monthly
27,Female,Footwear,86,M,Spring,3.9,No,Free Shipping,No,No,47,Debit Card,Annually
61,Female,Accessories,94,S,Fall,4.1,No,2-Day Shipping,No,No,17,Venmo,Quarterly
38,Female,Clothing,66,M,Winter,3.3,No,Store Pickup,No,No,40,Credit Card,Monthly
28,Female,Footwear,98,M,Summer,4.1,No,Standard,No,No,44,PayPal,Bi-Weekly
39,Female,Clothing,25,M,Fall,3.7,No,Standard,No,No,21,PayPal,Every 3 Months
18,Female,Clothing,62,M,Winter,3.1,No,Free Shipping,No,No,21,Credit Card,Every 3 Months
24,Female,Outerwear,98,L,Spring,3,No,Free Shipping,No,No,16,Venmo,Annually
64,Female,Outerwear,53,M,Spring,3.4,No,Standard,No,No,15,Bank Transfer,Annually
51,Female,Footwear,66,L,Spring,2.7,No,2-Day Shipping,No,No,26,PayPal,Every 3 Months
27,Female,Clothing,52,S,Fall,3.1,No,Free Shipping,No,No,50,Venmo,Monthly
48,Female,Clothing,64,S,Winter,4,No,Free Shipping,No,No,30,Venmo,Bi-Weekly
69,Female,Accessories,59,M,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly
59,Female,Accessories,61,L,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Bi-Weekly
59,Female,Accessories,97,M,Winter,3.3,No,Store Pickup,No,No,18,Credit Card,Annually
42,Female,Accessories,23,L,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly
